name,price,used_for,transmission,colour,make_year,mileage,engine_cc,fuel,kilometer_run,warranty,types
Maruti Suzuki Swift ZXI (Maruti Suzuki),26.25,personal,Manual 2WD,Silver,2018.0,15.0,1200.0,Petrol,33598.0,No Warranty,Sedan
Polo on sale (Volkswagen),23.5,personal,Manual 2WD,Other,2016.0,10.0,1699.0,Petrol,47000.0,No Warranty,Sedan
Volkswagen Polo 1.2 Trendline 2012 Model (Volkswagen),14.0,personal,Manual -  2WD,Red,2012.0,15.0,1200.0,Petrol,131623.0,No Warranty,Sedan
Suzuki Wagon R on sales (Maruti Suzuki),11.0,personal,Manual -  2WD,Red,2010.0,15.0,1061.0,Petrol,49565.0,No Warranty,Sedan
Eco cargo van: model 2019 (Maruti Suzuki),12.5,personal,Manual -  2WD,Unknown,2019.0,15.0,1196.0,Petrol,52113.0,No Warranty,Sedan
Hyundai Creta 2016 (Hyundai),32.0,personal,Manual,Unknown,2016.0,15.0,1499.0,Petrol,21500.0,No Warranty,Sedan
Scorpio s4 2016 model (Mahindra),31.0,personal,Manual -  2WD,Blue,2016.0,16.0,2200.0,Diesel,98459.0,No Warranty,Sedan
Grand i10 Asta 2014 (Hyundai),20.9,personal,Manual -  2WD,Other,2014.0,15.0,1197.0,Petrol,42000.0,No Warranty,Sedan
I10 Megna 2013 red color (Hyundai),16.0,3 years,Manual 2WD,Red,2013.0,13.0,1200.0,Petrol,62000.0,No Warranty,Sedan
hyundai i 20active s 2016 on cell. (Hyundai),24.99,personal,Manual 2WD,White,2016.0,15.0,1200.0,Petrol,75317.0,No Warranty,Sedan
Kia sonet (Kia),32.3,personal,Manual 2WD,Unknown,2021.0,15.0,1080.0,Petrol,8500.0,No Warranty,Sedan
kia Picanto Ex 2010 (Kia),11.75,personal,Manual -  2WD,Blue,2010.0,15.0,1086.0,Petrol,50000.0,No Warranty,Sedan
Grand i10 Magna 2015 (Hyundai),20.5,personal,Manual -  2WD,Silver,2015.0,15.0,1197.0,Petrol,39000.0,No Warranty,Sedan
Nissan kicks 2021 model (Nissan),41.0,personal,Manual -  2WD,Other,2021.0,15.0,1600.0,Petrol,32000.0,No Warranty,Sedan
"2005 model kia picanto fulloption sale,exng bikes (Kia)",7.95,personal,Manual 2WD,Black,2005.0,15.0,1000.0,Petrol,65000.0,No Warranty,Sedan
Brezza ZXI 2019 (Maruti Suzuki),35.0,personal,Manual 2WD,Unknown,2019.0,15.0,1080.0,Petrol,17000.0,No Warranty,Sedan
Hyundai grand i10 nios 2021 (Hyundai),29.5,Privaye,Manual 2WD,Unknown,2021.0,13.0,1200.0,Petrol,6000.0,No Warranty,Sedan
2008 model kia sorento fully loaded sale ot exng (Kia),20.5,personal,Manual 4WD,Silver,2008.0,16.0,2500.0,Diesel,65000.0,No Warranty,Sedan
maruti van (Maruti Suzuki),6.9,personal,Auto -  2WD,Silver,2012.0,18.0,800.0,Petrol,65000.0,No Warranty,Hatchback
sell for mahindra pick-up bullero 1300000 (Mahindra),13.0,yes,Manual -  2WD,White,2013.0,18.0,1600.0,Diesel,81000.0,No,Sedan
"Datsun Redi Go, 2016 (Datsun)",11.5,personal,Manual 2WD,Other,2016.0,22.0,800.0,Petrol,17000.0,No Warranty,Hatchback
Vitara brezza 2023 booking open😍 (Maruti Suzuki),52.99,New,Manual 2WD,Black,2023.0,19.0,1462.0,Hybrid,314.0,As per company rules,Sedan
Nissan Magnite 2021 Urgent sale (Nissan),27.0,Personal,Auto 2WD,White,2021.0,17.5,1000.0,Petrol,16000.0,No Warranty,Sedan
Sale or Exchange: Volkswagen Cross Polo 1.6 (Volkswagen),26.0,personal,Manual 2WD,Silver,2016.0,15.0,1600.0,Petrol,23000.0,No Warranty,Sedan
Ford Ranger XL 3.2c 2017 Model Single Hand On Sale (Ford),55.0,Home,Manual -  4WD,Silver,2017.0,11.0,3200.0,Diesel,61000.0,No Warranty,SUV
hyundai creta 2018 on sale (Hyundai),37.75,personal,Manual 2WD,White,2018.0,14.0,1500.0,Petrol,35000.0,No Warranty,Sedan
Maruti Suzuki alto k10 vxi. (Maruti Suzuki),14.5,Hospital,Auto -  2WD,Red,2016.0,19.0,998.0,Petrol,45000.0,no,Hatchback
Fiat Punto Dynamic 2013 for Sale (Fiat),11.0,9,Manual -  2WD,Silver,2013.0,18.0,1248.0,Diesel,69500.0,No Warranty,Sedan
"I10 Sportz Grey ,2011 Model 2 Hand , 52000 Km Run (Hyundai)",15.8,Few,Manual -  2WD,Other,2011.0,16.0,1197.0,Petrol,52000.0,No warranty,Sedan
omni van 8 seater 2016 single hand (Maruti Suzuki),8.5,personal,Auto -  2WD,Silver,2016.0,16.0,800.0,Petrol,34000.0,no,Hatchback
mahindra supro t4 (Mahindra),7.5,3 years,Auto -  2WD,Red,2018.0,13.0,1000.0,Diesel,75000.0,No Warranty,Sedan
i 10 sale 9813637744 fullopson grey ktm rs 1445/- (Hyundai),14.45,all is ok,Manual -  2WD,Other,2011.0,18.0,1200.0,Petrol,51700.0,yes,Sedan
Car (Toyota),25.0,12yrs,Manual,Other,2011.0,50.0,1200.0,Petrol,70000.0,No,Sedan
SWIFT ZXI 2014 On Urgent Sale (Maruti Suzuki),18.5,8 Years,Manual 2WD,White,2014.0,15.0,1197.0,Petrol,141758.0,No Warranty,Sedan
Hyundai Creta 2021 sx ivt top model (Hyundai),65.0,personal,Auto 2WD,Silver,2021.0,15.0,1500.0,Petrol,6000.0,No Warranty,Sedan
skoda laura 2011 (Skoda),15.25,personal,Manual -  2WD,Black,2011.0,10.0,1896.0,Diesel,70000.0,No Warranty,Sedan
Hyundai i10 magna (Hyundai),15.0,N/a,Auto 2WD,Other,2011.0,15.0,1086.0,Petrol,116177.0,No,Sedan
MG ZS EV 2021 model (Other Brands),54.0,personal,Auto -  2WD,White,2021.0,100.0,0.0,Electric,46516.0,No Warranty,Hatchback
Hyundia I 10 magna (Hyundai),17.0,personal,Auto 2WD,Unknown,2012.0,15.0,1197.0,Petrol,48000.0,No,Sedan
Grand i10 Sportz on Sale (Hyundai),24.75,personal,Manual -  2WD,Gray,2018.0,16.0,1200.0,Petrol,36500.0,No Warranty,Sedan
Ford EcoSport Titanium 2015 Model (Ford),22.0,personal,Manual -  2WD,Silver,2015.0,15.0,1200.0,Petrol,125641.0,No Warranty,Sedan
Hyundai Tucson 2009 model (Hyundai),20.0,personal,Manual -  4WD,Green,2009.0,20.0,1500.0,Diesel,147461.0,No Warranty,Sedan
Maruti Omni Van 2018 (Maruti Suzuki),9.2,4 years,Auto -  2WD,Silver,2018.0,13.0,796.0,Petrol,35000.0,No,Hatchback
Toyota Etios V (Toyota),17.0,personal,Manual,Other,2014.0,15.0,1500.0,Petrol,52000.0,No Warranty,Sedan
Zen Stailo Vxi 2010 (Maruti Suzuki),10.25,personal,Manual -  2WD,Other,2010.0,18.0,996.0,Petrol,51000.0,No Warranty,Hatchback
Brezza on sale (Maruti Suzuki),42.0,personal,Manual,Silver,2021.0,15.0,1500.0,Petrol,16000.0,No Warranty,Sedan
TOYOTA YARIS MADE IN JAPAN (Toyota),15.99,personal,Manual -  2WD,Red,2007.0,15.0,1496.0,Petrol,143475.0,No Warranty,Sedan
Suzuki Swift VXI 2013 (Maruti Suzuki),17.0,personal,Manual -  2WD,White,2013.0,15.0,1200.0,Petrol,156984.0,No Warranty,Sedan
Mahindra kuv100 k6 (Mahindra),17.5,personal,Manual 2WD,Red,2016.0,16.0,1000.0,Petrol,44532.0,No Warranty,Sedan
Datsun Go (Datsun),11.0,7,Auto 2WD,Other,2014.0,16.0,1200.0,Petrol,65000.0,no,Sedan
Suzuki baleno 2017 (Maruti Suzuki),20.5,personal,Manual 2WD,White,2017.0,15.0,1080.0,Petrol,45000.0,No Warranty,Sedan
Kia Picanto 2006 (Kia),9.5,personal,Manual,Blue,2006.0,12.0,1086.0,Diesel,72000.0,No Warranty,Sedan
Suzuki (Maruti Suzuki),5.2,personal,Manual -  2WD,Other,2001.0,16.0,1061.0,Petrol,75.0,No Warranty,Sedan
Vw Vento 1.6L Highline Plus 2013 Exchange Also (Volkswagen),17.75,9 years,Manual -  2WD,Other,2013.0,14.0,1600.0,Petrol,53500.0,5 years,Sedan
Mahindra Scorpio S6 plus 2017 (Mahindra),34.0,personal,Manual -  2WD,Silver,2017.0,16.0,2200.0,Diesel,94425.0,No Warranty,Sedan
"Kia Sonet , Kiasonet Car SUV (Kia)",31.25,personal,Manual -  2WD,Unknown,2021.0,15.0,1200.0,Petrol,42000.0,No Warranty,Sedan
Bolero single cab mahindra sell (Mahindra),12.0,personal,Auto 2WD,White,2016.0,20.0,1350.0,Diesel,100000.0,No Warranty,Sedan
Ford Aspire 2015 (Ford),15.75,Personal use,Manual 2WD,Other,2015.0,13.0,1196.0,Petrol,485780.0,NO,Sedan
Hyundai Creta SXO 2019 model (Hyundai),51.5,personal,Manual -  2WD,Silver,2019.0,15.0,1080.0,Petrol,68244.0,No Warranty,Sedan
Ford Freestyle 2020 model (Ford),24.5,personal,Manual -  2WD,Silver,2020.0,15.0,1080.0,Petrol,55812.0,No Warranty,Sedan
Hyundai Santro Xing 2010 model (Hyundai),11.5,personal,Manual -  2WD,Black,2010.0,15.0,1200.0,Petrol,125063.0,No Warranty,Sedan
Maruti zen (Maruti Suzuki),3.35,personal,Manual 2WD,Unknown,2000.0,15.0,1200.0,Petrol,263542.0,No Warranty,Sedan
Volkswagen Vento TSl AT Sales & exchange offer (Volkswagen),52.4,personal,Auto -  2WD,Unknown,2021.0,15.0,1080.0,Petrol,27702.0,No Warranty,Sedan
TATA TIGOR XZ+ (Tata),19.99,personal,Manual -  2WD,Silver,2017.0,20.0,1199.0,Petrol,102300.0,No Warranty,Sedan
Isuzu Dmax Vcross (Other Brands),52.0,personal,Manual -  4WD,Other,2017.0,16.0,2499.0,Diesel,60000.0,No Warranty,Sedan
Hyundai i20 Active S|2017| Urgent sale| Full fresh (Hyundai),27.25,Official works only,Manual 2WD,White,2017.0,14.0,1200.0,Petrol,30000.0,No Warranty,Sedan
Hyundai Xcent Sx O 2014 (Hyundai),20.5,personal,Manual 2WD,Silver,2014.0,15.0,1196.0,Petrol,54383.0,No Warranty,Sedan
Maruti suzuki wagoner 2015 (Maruti Suzuki),14.55,personal,Manual 2WD,Other,2015.0,15.0,1000.0,Petrol,52000.0,No Warranty,Sedan
Maruti Suzuki swift dzire 2009 ON SALE (Maruti Suzuki),11.7,personal used,Auto -  2WD,Blue,2009.0,15.0,1200.0,Petrol,85000.0,No Warranty,Sedan
TATA 1109 (Tata),27.99,personal,Manual -  2WD,White,2018.0,16.0,3700.0,Diesel,90000.0,No Warranty,SUV
Bolero pick up (Mahindra),18.0,Personal,Auto 4WD,White,2018.0,20.0,1350.0,Diesel,90000.0,No Warranty,Sedan
Kia on sales (Kia),5.5,Personal,Auto 2WD,White,2004.0,50.0,1200.0,Petrol,320000.0,No,Sedan
गाडी बिक्रीमा (Mahindra),21.0,personal,Manual -  4WD,White,2015.0,15.0,2200.0,Diesel,64000.0,No Warranty,Sedan
Scorpio S4+ (Mahindra),38.5,5,Manual 4WD,Blue,2017.0,15.0,2200.0,Diesel,5600.0,No Warranty,Sedan
Hyundai Creta 2017 base model SingleHand For Sale (Hyundai),32.85,personal,Manual 2WD,Silver,2017.0,10.0,1600.0,Petrol,49000.0,No Warranty,Sedan
Single Hand Used Fully Loaded Family Car Swift VXI (Maruti Suzuki),16.759,Few Years,Manual 2WD,Other,2012.0,18.0,1197.0,Petrol,55000.0,No Warranty,Sedan
"Volkswagen polo 1.6 2011 silver, fresh condition, (Volkswagen)",15.0,personal,Manual 2WD,Silver,2011.0,12.0,1600.0,Petrol,55000.0,No Warranty,Sedan
Car sell on urgent (Honda),12.9,Office to home,Manual 4WD,Other,2007.0,13.0,1350.0,Petrol,75000.0,No,Sedan
PROTON WIRA (2003) (Other Brands),5.75,personal,Manual -  2WD,Unknown,2003.0,15.0,1498.0,Petrol,19000.0,No Warranty,Sedan
picanto silver (Kia),10.5,personal,Manual -  2WD,Silver,2009.0,15.0,1100.0,Petrol,83000.0,No Warranty,Sedan
Hyundai Creta SX+ 2017 Model Fulloptions On Sale (Hyundai),41.0,personal,Manual -  2WD,White,2017.0,12.0,1500.0,Petrol,41000.0,No Warranty,Sedan
Ford figo titanium 2015 (Ford),12.5,personal,Auto 2WD,Other,2015.0,15.0,1200.0,Petrol,50000.0,No Warranty,Sedan
Renault duster RXS 2018 (Renault),25.0,personal,Manual -  2WD,Unknown,2018.0,15.0,1500.0,Petrol,50000.0,No Warranty,Sedan
Urgent sell (Tata),9.5,2 years,Auto 2WD,Blue,2021.0,20.0,600.0,Diesel,123.0,0,Hatchback
Picanto 2008 Silver full option (Kia),9.0,personal,Manual 2WD,Silver,2008.0,14.0,1100.0,Petrol,53000.0,No Warranty,Sedan
2013 model ford figo singlehand sale or exng bikes (Ford),12.5,personal,Manual 2WD,Silver,2013.0,15.0,1200.0,Petrol,43000.0,No Warranty,Sedan
2019 Hyundai Grand i10 Sportz (Hyundai),25.75,personal,Manual 2WD,Gray,2019.0,15.0,1197.0,Petrol,20000.0,No Warranty,Sedan
Mahindra xuv 500 w10 2016 model for sale (Mahindra),38.5,personal,Manual 4WD,Other,2016.0,16.0,2200.0,Diesel,53000.0,No Warranty,Sedan
Maruti Suzuki Alto 800 for sale (Maruti Suzuki),15.0,personal,Auto -  2WD,Unknown,2020.0,15.0,1080.0,Petrol,51550.0,No Warranty,Sedan
Grand I 10 Magna 1.2 (2019 Model) (Hyundai),25.5,personal,Manual -  2WD,Silver,2019.0,16.0,1196.0,Petrol,17000.0,No Warranty,Sedan
sky vetor dozer on sale (Other Brands),45.0,personal,Manual -  4WD,Unknown,2017.0,20.0,1350.0,Diesel,75477.0,No Warranty,Sedan
TATA VISTA 2010 FOR SALE (Tata),7.0,4 YEARS,Manual 2WD,Black,2010.0,15.0,1300.0,Petrol,84000.0,No Warranty,Sedan
School bus sale (Other Brands),10.5,School,Auto 2WD,Yellow,2013.0,10.0,3200.0,Diesel,60000.0,No,SUV
tata motors super ace (Tata),6.5,सामान वसार पसार गर्ने ।,Manual,Other,2015.0,12.0,1400.0,Diesel,150.0,इन्जिन 1 बर्ष बेटरि 6 महिना।,Sedan
Mazda 3 (Mazda),12.75,17 years,Manual -  2WD,Other,2005.0,14.0,1600.0,Petrol,36000.0,none,Sedan
toyota corolla old vintage 1975 car (Toyota),5.0,personal,Manual -  4WD,Unknown,1975.0,15.0,1200.0,Petrol,50000.0,No Warranty,Sedan
"2006 model suzuki japanese vitara 4wd,fully loaded (Maruti Suzuki)",19.5,personal,Manual 4WD,Silver,2006.0,15.0,2000.0,Petrol,75000.0,No Warranty,Sedan
Urgent sale Maruti van 2018 Model good condition (Maruti Suzuki),7.0,Delrvery purpose,Auto 4WD,White,2018.0,15.0,796.0,Petrol,63000.0,no,Hatchback
SWIFT LXI 2005 (Urgent Sale ) All Tax cleared (Maruti Suzuki),8.99999,personal,Manual 2WD,Silver,2005.0,15.0,1200.0,Petrol,70000.0,No Warranty,Sedan
Hyundai creta sxo petrol 2019 (Hyundai),48.5,personal,Manual -  2WD,White,2019.0,14.0,1598.0,Petrol,41000.0,No Warranty,Sedan
four sale swift zxi 2017 model (Maruti Suzuki),22.5,personal,Manual -  2WD,Unknown,2017.0,15.0,1200.0,Petrol,35680.0,No Warranty,Sedan
Japanese Model Mazda 3 On Sale Air Bag N Abs Fresh (Mazda),9.5,15 Years,Manual -  2WD,Blue,2004.0,10.0,1600.0,Petrol,61000.0,w,Sedan
pick up van bikrima (Maruti Suzuki),2.0,personal,Manual -  2WD,White,1999.0,16.0,800.0,Petrol,20000.0,No Warranty,Hatchback
Brezza Zxi + petrol 2021 Single owner 9851138810 (Maruti Suzuki),39.75,1 year,Manual -  2WD,White,2021.0,15.0,1500.0,Petrol,18500.0,No Warranty,Sedan
Single hand Honda Jazz VMT Fully Loaded 2016 (Honda),24.75,Private,Manual 2WD,Other,2016.0,12.0,1200.0,Petrol,37000.0,Yes,Sedan
Santro (Hyundai),12.5,7 month,Manual 2WD,Silver,2009.0,13.0,1096.0,Petrol,78000.0,No Warranty,Sedan
sales (Mahindra),12.0,comercial,Manual -  2WD,White,2016.0,16.0,2523.0,Diesel,127130.0,No Warranty,SUV
indica 2007 model DLE (Tata),5.0,home to office,Auto 2WD,White,2007.0,18.0,1400.0,Diesel,53000.0,no,Sedan
Hilux 2010 (Toyota),35.0,Home,Manual 4WD,Silver,2010.0,15.0,2500.0,Diesel,100000.0,No warrant,Sedan
Car (Volkswagen),14.9,Nepal,Auto -  4WD,White,2011.0,14.0,1600.0,Petrol,38000.0,No,Sedan
I10 on sale (Hyundai),16.0,personal,Manual 2WD,Gray,2012.0,50.0,1100.0,Petrol,33000.0,No Warranty,Sedan
Hyundai i20 active 2016 model in sell (Hyundai),26.5,personal,Manual -  2WD,White,2016.0,15.0,1200.0,Petrol,40000.0,No Warranty,Sedan
Urgent sale Hundai i20 Active (Hyundai),29.5,Home,Auto 2WD,Silver,2015.0,12.0,1200.0,Petrol,53000.0,No Warranty,Sedan
Kia Sportage 2016 model single handed in sell (Kia),57.0,personal,Manual -  4WD,Other,2016.0,20.0,1350.0,Diesel,70860.0,No Warranty,Sedan
Nissan Datsun Redi Go Brand New Condition 5000k (Datsun),17.5,personal,Manual -  2WD,White,2021.0,15.0,1000.0,Petrol,5000.0,No Warranty,Sedan
santro full option (Hyundai),12.0,personal use,Auto -  2WD,Red,2005.0,12.0,1000.0,Petrol,42000.0,no,Sedan
Alto Taxi 2019 (Maruti Suzuki),2.8,3 years,Manual -  2WD,White,2019.0,17.0,800.0,Petrol,125000.0,No Warranty,Hatchback
Scorpio double cab 4wd (Mahindra),25.75,5 years,Manual 4WD,Silver,2017.0,12.0,2200.0,Diesel,88000.0,No Warranty,Sedan
Kia picanto 2008 (Kia),8.8,personal,Manual,Red,2008.0,15.0,1086.0,Petrol,70000.0,No Warranty,Sedan
FULL FRESH FULLY LOADED HYUNDAI TUCSON ON SALE (Hyundai),18.75,13 years,Manual 4WD,Blue,2008.0,17.0,2000.0,Diesel,66000.0,No Warranty,Sedan
Tucson for sale (Hyundai),18.5,2,Manual -  4WD,Blue,2007.0,15.0,2000.0,Diesel,560000.0,no,Sedan
Maruti Suzuki Swift 2015 Vxi Single Use For Sale (Maruti Suzuki),18.75,5 year,Manual -  2WD,Other,2015.0,16.0,1200.0,Petrol,48000.0,Yes,Sedan
Honda City 2014 (Honda),20.99,9 years,Manual -  2WD,Other,2014.0,12.0,1500.0,Petrol,55000.0,No Warranty,Sedan
hyundai eon (Hyundai),9.0,personal,Manual -  2WD,Silver,2012.0,14.0,814.0,Petrol,40000.0,No Warranty,Hatchback
Hyundai i20 Asta Dual Tone (Hyundai),27.0,personal,Auto 2WD,White,2017.0,15.0,1200.0,Petrol,74473.0,No Warranty,Sedan
tipper (Tata),38.0,aa,Manual -  4WD,White,2019.0,40.0,5000.0,Diesel,50000.0,no,SUV
Maruti Suzuki Zen for sale ! (Maruti Suzuki),4.5,personal,Manual 2WD,Blue,2002.0,50.0,993.0,Petrol,27000.0,No Warranty,Hatchback
Maruti Suzuki Brezza Zdi plus 2018 (Maruti Suzuki),32.0,personal,Manual -  2WD,White,2018.0,14.0,1400.0,Diesel,43000.0,No Warranty,Sedan
Suzuki Swift ZXI (Maruti Suzuki),23.0,Personal Home Office inside ktm,Manual 2WD,Other,2016.0,15.3,1248.0,Petrol,30000.0,No Warranty,Sedan
I20 Sportz Brand New Car for sale. (Hyundai),36.0,1 Yr,Manual 2WD,White,2021.0,20.0,1200.0,Petrol,16000.0,No Warranty,Sedan
Taxi on sell (Maruti Suzuki),2.11,personal,Auto 4WD,Unknown,2015.0,15.0,1200.0,Petrol,96671.0,No Warranty,Sedan
Renault Duster RXZ+ AWD 2017 DCI for Sale (Renault),34.0,6Yrs,Auto 4WD,Other,2017.0,12.0,1500.0,Diesel,45000.0,Manufacturer/Importer,Sedan
endeavor (Ford),110.0,personal,Auto -  4WD,White,2016.0,12.0,3200.0,Diesel,62000.0,No Warranty,SUV
maruti swift (Maruti Suzuki),26.5,Few time,Manual 2WD,Silver,2020.0,50.0,1200.0,Petrol,11000.0,Company..,Sedan
Hyundai i10 Magna 2014 (Hyundai),17.0,personal,Manual -  2WD,Red,2014.0,15.0,1200.0,Petrol,39000.0,No Warranty,Sedan
DATSUN GO 1.2 2016 FOR SALE (Datsun),13.25,7Yrs,Manual 2WD,Other,2016.0,12.0,1200.0,Petrol,39000.0,Manufacturer/Importer,Sedan
sell (Maruti Suzuki),32.0,personal,Manual,Red,2018.0,14.0,1200.0,Diesel,66000.0,No Warranty,Sedan
Creta Sx + petrol for sale (Hyundai),34.5,Private,Manual 2WD,White,2016.0,12.0,1600.0,Petrol,41000.0,No Warranty,Sedan
Hyundai i20 Active S 2019 (Single Handed) (Hyundai),32.0,personal Use,Manual -  2WD,White,2019.0,15.0,1400.0,Petrol,39000.0,No Warranty,Sedan
urgent sell (Tata),36.0,personal,Auto 2WD,Green,2021.0,15.0,1200.0,Petrol,36000.0,No Warranty,Sedan
Suzuki Balena (2017) For Sale! (Maruti Suzuki),24.0,personal,Manual 2WD,Unknown,2017.0,15.0,1080.0,Petrol,95572.0,No Warranty,Sedan
Mitsubishi L200 - 4WD Pickup - Hilux Model (Mitsubishi),20.5,personal,Manual 4WD,White,2007.0,8.0,2500.0,Diesel,79000.0,No Warranty,Sedan
Hyundai Tucson 2009 (Hyundai),21.0,personal Used,Manual 4WD,Silver,2009.0,12.0,1191.0,Diesel,65000.0,No Warranty,Sedan
Sell (Kia),25.15,Prived,Manual 4WD,Other,2009.0,10.0,2000.0,Diesel,71000.0,"No,",Sedan
Mahindra KUV 100 K8 (Mahindra),22.5,personal,Auto 2WD,Red,2016.0,50.0,1198.0,Petrol,35000.0,No warranty,Sedan
ford Figo titanium on sale (Ford),10.0,personal,Manual -  2WD,Red,2011.0,15.0,1200.0,Petrol,80000.0,No Warranty,Sedan
Hyundai Tucson ix35 4WD (Hyundai),36.5,personal,Manual 4WD,Other,2011.0,12.0,1995.0,Diesel,87000.0,No Warranty,Sedan
Toyota Land Cruiser Prado Vx (Toyota),235.0,personal,Auto -  4WD,Silver,2017.0,16.0,4461.0,Diesel,85000.0,No Warranty,SUV
Ford Ranger Autogear 4wd 55 Lakh Bank Available (Ford),88.0,personal,Auto -  4WD,Other,2020.0,16.0,3200.0,Diesel,17000.0,No Warranty,SUV
Volkswagen Tiguan Allspace for sale (Volkswagen),87.0,Driving,Auto 4WD,Other,2017.0,15.0,1984.0,Petrol,50000.0,No Warranty,Sedan
Fresh condition Toyota RAV4 (Toyota),34.9,personal,Auto -  4WD,Red,2010.0,12.0,2400.0,Petrol,84000.0,No Warranty,Sedan
Toyota RAV4 2013 Model (Toyota),65.0,personal,Manual -  4WD,Other,2013.0,12.0,2500.0,Petrol,142894.0,No Warranty,Sedan
urgent sale 9841395832 (Mahindra),7.5,personal,Manual 2WD,Unknown,2015.0,16.0,2600.0,Diesel,9.0,No Warranty,SUV
Maruti Suzuki Swift Dzire Zxi 2015 (Maruti Suzuki),21.5,personal,Manual 4WD,Silver,2015.0,15.0,1197.0,Petrol,40014.0,No Warranty,Sedan
I10 sportz 1.2 for sale (Hyundai),15.99999,12 years,Manual -  2WD,Other,2011.0,13.0,1200.0,Petrol,52000.0,no,Sedan
Kiger On Sell (Renault),25.0,Private,Manual,Blue,2021.0,15.0,1000.0,Petrol,18000.0,Available,Sedan
i10 Hyundai Magna - Silver (Hyundai),15.0,Personal use,Manual 2WD,Silver,2010.0,14.0,1200.0,Petrol,58000.0,No,Sedan
Single handed isuzu s-cab for sale (Other Brands),29.75,5years,Manual -  2WD,Silver,2018.0,13.0,2500.0,Diesel,30000.0,no,Sedan
Ford Figo exi for sale (Ford),12.25,10 years,Manual -  2WD,Silver,2013.0,13.0,1200.0,Petrol,4000.0,no,Sedan
TOYOTA RAV4 FOR SALE (Toyota),33.0,personal purpose,Auto 4WD,Silver,2015.0,12.0,2494.0,Petrol,12000.0,No Warranty,Sedan
"Toyota HILUX On Sale RS. 36,00,000 (Toyota)",36.0,Personal Commuting,Manual 4WD,White,2010.0,16.0,2755.0,Diesel,207031.0,No Warranty,SUV
Well Maintained Swift Dzire VXI 2012 for sell (Maruti Suzuki),17.0,10,Manual -  2WD,Silver,2012.0,13.0,1200.0,Petrol,63000.0,No Warranty,Sedan
vehicle available for sale (Other Brands),15.0,personal,Manual,Red,2022.0,50.0,15.0,Electric,3000.0,No Warranty,Hatchback
Tata bus 1512 euro 3 jodi bus sasto ma (Tata),5.0,5 yrs,Manual -  4WD,White,2016.0,5.0,5000.0,Diesel,60000.0,non,SUV
KIA Sportage urgent sale (Kia),18.75,14 years,Manual -  4WD,Red,2007.0,13.0,2000.0,Diesel,68000.0,No Warranty,Sedan
Hyundai Santafee (Hyundai),80.0,personal,Auto 4WD,Red,2012.0,16.0,2199.0,Diesel,141599.0,No Warranty,Sedan
tata Indica (Tata),5.5,personal,Manual,White,2007.0,15.0,1200.0,Petrol,77000.0,No Warranty,Sedan
Baleno (Maruti Suzuki),21.5,personal,Manual,Other,2016.0,15.0,1080.0,Petrol,57186.0,No Warranty,Sedan
Tata sumo bikrima (Tata),15.0,personal,Manual -  2WD,Black,2016.0,16.0,2800.0,Diesel,74088.0,No Warranty,SUV
tucson (Hyundai),17.5,16,Auto -  4WD,Blue,2006.0,12.0,1992.0,Diesel,160000.0,No Warranty,Sedan
Hyundai Santro GL plus 2011 Model (Hyundai),14.0,personal,Manual 2WD,Silver,2011.0,15.0,1086.0,Petrol,97000.0,No Warranty,Sedan
chevtolet (Chevrolet),8.35,personal,Manual -  2WD,Other,2010.0,11.0,1400.0,Petrol,70100.0,No Warranty,Sedan
Single hand grand i10 magna 2018(airbag) on sale (Hyundai),22.5,personal,Manual 2WD,Red,2018.0,15.0,1200.0,Petrol,27000.0,No Warranty,Sedan
Skoda fabia on sale (Skoda),12.5,personal,Manual -  2WD,Silver,2012.0,15.0,1200.0,Petrol,68000.0,No Warranty,Sedan
Volkswagen Polo 1.6 Highline (Volkswagen),21.0,6 yrs,Manual -  2WD,Silver,2015.0,15.0,1600.0,Petrol,49000.0,No Warranty,Sedan
tata sumo gold ex 2014 (Tata),12.5,privet,Manual,Other,2014.0,16.0,2956.0,Diesel,135353.0,No Warranty,SUV
Mahindra scorpio pickup (Mahindra),24.0,personal,Manual 4WD,Unknown,2016.0,16.0,2200.0,Diesel,111021.0,No Warranty,Sedan
Super Fresh Condition 2007 Model Toyota Hilux (Toyota),26.95,Personal,Manual -  4WD,White,2007.0,10.0,2500.0,Diesel,80000.0,Some days,Sedan
Toyota Hilux (Toyota),26.95,Personal,Manual -  4WD,White,2007.0,10.0,2500.0,Diesel,80000.0,Some days,Sedan
Japanese Sirion on Sale (Daihatsu),9.3,personal,Manual -  2WD,Silver,2007.0,15.0,1300.0,Petrol,78000.0,No Warranty,Sedan
Tata nexon xza + on sell (Tata),37.0,personal,Auto -  4WD,Silver,2021.0,20.0,1200.0,Petrol,5000.0,5 years,Sedan
New Electric taxi booking open (Tata),45.0,personal,Auto -  2WD,White,2023.0,100.0,0.0,Electric,0.0,3 years warranty,Hatchback
jamma 1350000 maa 15 ko tata sumo (Tata),14.0,personal,Auto -  2WD,Other,2015.0,20.0,1500.0,Diesel,80000.0,No Warranty,Sedan
Wagonr 2017 model vxi Car sale (Maruti Suzuki),16.9,personal,Manual -  2WD,Red,2017.0,17.0,999.0,Petrol,31000.0,no,Hatchback
Hyundai Kona EV 2021 with only 10000 Km (Hyundai),55.5,personal,Auto 2WD,Other,2021.0,100.0,0.0,Electric,10000.0,No Warranty,Hatchback
